PacketTime,X,Y,NormalPressure,DeltaT,DistJump,Velocity,PressurePrev,PressureCurr,Trial,segment_id,segment_label,letter_id,letter_label
96637864,5213,25754,11077,5.0,39.11521443121589,7823.042886243178,11077.0,11077,0,-1,,-1,
96637869,5213,25793,11077,5.0,39.0,7800.0,11077.0,11077,0,-1,,-1,
96637874,5211,25826,11077,5.0,33.06055050963308,6612.110101926616,11077.0,11077,0,-1,,-1,
96637879,5197,25857,11077,5.0,34.0147027033899,6802.94054067798,11077.0,11077,0,-1,,-1,
96637884,5175,25883,11077,5.0,34.058772731852805,6811.754546370561,11077.0,11077,0,-1,,-1,
96637888,5147,25903,11077,4.0,34.40930106817051,8602.325267042626,11077.0,11077,0,-1,,-1,
96637893,5113,25918,11381,5.0,37.16180835212409,7432.361670424818,11077.0,11381,0,-1,,-1,
96637898,5073,25926,11429,5.0,40.792156108742276,8158.431221748455,11381.0,11429,0,-1,,-1,
96637903,5028,25928,11493,5.0,45.044422518220834,9008.884503644167,11429.0,11493,0,-1,,-1,
96637908,4981,25928,11845,5.0,47.0,9400.0,11493.0,11845,0,-1,,-1,
96637913,4933,25928,11925,5.0,48.0,9600.0,11845.0,11925,0,-1,,-1,
96637918,4885,25922,11925,5.0,48.373546489791295,9674.70929795826,11925.0,11925,0,-1,,-1,
96637923,4841,25915,12405,5.0,44.553338819890925,8910.667763978185,11925.0,12405,0,-1,,-1,
96637928,4801,25906,12613,5.0,41.0,8200.0,12405.0,12613,0,-1,,-1,
96637933,4766,25897,12757,5.0,36.138621999185304,7227.72439983706,12613.0,12757,0,-1,,-1,
96637938,4738,25887,12821,5.0,29.732137494637012,5946.427498927403,12757.0,12821,0,-1,,-1,
96637943,4717,25878,12901,5.0,22.847319317591726,4569.4638635183455,12821.0,12901,0,-1,,-1,
96637948,4703,25871,12965,5.0,15.652475842498529,3130.495168499706,12901.0,12965,0,-1,,-1,
96637953,4696,25865,12965,5.0,9.219544457292887,1843.9088914585773,12965.0,12965,0,-1,,-1,
96637958,4695,25863,12821,5.0,2.23606797749979,447.21359549995793,12965.0,12821,0,-1,,-1,
96637963,4695,25861,12485,5.0,2.0,400.0,12821.0,12485,0,-1,,-1,
96637968,4705,25861,12117,5.0,10.0,2000.0,12485.0,12117,0,-1,,-1,
96637973,4725,25861,11829,5.0,20.0,4000.0,12117.0,11829,0,-1,,-1,
